572,573,502,973,1121,344,510,1121,903,27,984,701,622,27,787,885,963,1054,965
249,190,1027,628,1072,701,41,383,135,739,507,818,151,212,786,207,212,623,735
1122,1027,974,104,479,85,537,421,779,388,659,309,20,351,154,131,801,1166,948
556,743,822,324,480,637,264,98,937,46,740,559,379,344,59,729,974,131,1166
531,811,973,980,255,247,991,783,384,822,231,85,537,990,858,822,537,652,270
169,1078,622,351,325,46,1128,1034,855,380,331,694,701,380,331,963,948,802,30
163,818,1055,40,455,390,190,268,443,1067,990,960,1091,410,1070,1100,711,272,781
842,628,385,952,705,1027,1028,1164,1145,1055,638,1106,104,485,538,247,628,764,293
175,247,63,10,805,34,772,384,881,11,233,34,708,823,1006,231,1030,1128,147
318,931,34,974,191,971,421,412,739,1020,573,131,835,854,319,841,113,957,913
585,275,85,208,1027,811,143,169,1164,928,952,343,380,540,471,331,737,355,510
537,748,191,380,675,598,531,86,85,294,216,974,32,572,178,261,104,1044,1080
507,1092,31,151,763,576,811,161,510,387,1064,234,289,167,769,919,351,1028,442
309,234,854,139,896,190,841,351,905,240,556,263,216,702,4,343,523,1049,138
1062,331,811,735,1161,818,318,827,717,362,131,982,843,531,182,85,207,94,1130
743,34,181,675,1153,559,52,905,1034,82,288,523,161,903,273,737,94,892,871
199,541,234,576,589,802,309,911,537,870,368,288,952,191,1164,1147,272,710,167
1012,110,1092,212,552,628,151,247,843,717,948,576,384,821,600,638,919,980,325
922,46,233,843,256,275,965,704,1077,137,689,598,231,841,840,272,559,1030,927
1098,1145,247,63,463,234,710,1017,341,689,620,909,406,507,790,990,52,63,247
753,104,637,331,871,110,735,681,195,379,30,73,694,1148,510,1021,818,752,537
258,680,507,171,751,1017,603,537,426,711,959,837,743,63,131,892,331,836,696
811,701,573,818,307,1078,24,822,601,615,938,659,116,959,467,241,46,325,829
302,108,818,680,370,980,826,447,939,469,824,399,984,822,592,973,763,235,1055
598,620,1091,541,212,1030,385,406,748,659,385,69,137,573,545,711,1055,704,742
974,802,109,181,1051,233,481,181,523,17,409,146,740,628,347,46,598,523,811
840,827,411,598,259,406,383,821,231,844,542,351,365,383,573,827,782,485,420
109,40,779,406,1008,507,701,622,735,937,598,425,159,207,1020,854,490,1012,1159
891,151,931,85,968,840,810,680,877,480,903,811,507,1044,124,818,147,730,106
1088,231,231,927,331,409,719,52,71,748,219,437,973,30,442,1053,824,679,385
167,480,30,315,312,1145,410,362,143,660,1068,228,85,953,261,573,409,854,591
121,576,275,827,248,804,601,608,1114,443,802,1145,356,334,110,927,620,207,579
878,584,802,701,628,10,471,992,263,902,1129,878,737,1167,122,703,106,85,374
767,765,205,536,294,748,426,638,984,129,795,507,331,104,558,349,480,547,179
1111,383,151,743,802,30,232,143,659,900,1019,821,31,441,855,236,510,992,113
628,835,412,1091,56,163,351,454,694,1137,1055,840,347,1137,995,380,385,194,241
165,572,584,231,1030,680,697,991,676,313,681,5,212,919,892,608,31,81,827
113,556,541,31,572,824,195,1027,322,684,294,46,385,447,730,1116,406,151,875
408,1091,312,749,646,573,480,795,377,158,511,984,802,1027,934,163,802,1020,344
230,411,628,620,994,1059,388,549,161,788,1089,907,235,1104,726,270,1164,942,681
411,900,171,835,175,59,767,1078,306,343,708,780,315,1166,1162,604,827,531,155
604,1164,536,772,104,208,71,541,99,811,289,64,286,385,247,134,10,568,743
540,507,556,507,824,75,275,589,422,959,608,409,443,741,946,1050,380,657,489
710,380,572,234,536,315,85,672,683,356,743,802,447,151,344,747,638,507,81
29,191,374,131,258,855,973,7,371,530,422,1021,1140,443,1058,151,637,134,207
374,675,443,763,1064,942,187,875,432,212,840,926,657,1064,217,409,817,801,478
783,12,1088,59,971,171,840,1091,1134,351,648,573,855,325,1106,1000,193,247,331
27,996,903,626,588,909,608,928,847,409,20,836,334,893,607,161,1021,443,1167
837,409,598,657,343,212,435,294,667,780,34,761,191,559,759,95,589,1064,942
626,1004,549,514,701,514,110,954,907,533,763,514,480,420,97,59,34,279,718
631,368,687,855,410,374,131,264,650,1006,660,117,975,293,90,524,410,155,957
675,840,380,792,840,272,618,179,822,447,855,934,181,504,250,855,121,905,1148
956,610,855,435,271,536,445,171,948,103,973,12,234,672,40,782,1000,490,151
1091,10,59,163,138,827,523,1092,573,607,1004,363,735,811,628,490,747,108,299
4,11,810,347,1106,368,678,1020,110,64,182,992,833,616,52,971,59,165,96
295,974,362,963,318,836,167,124,549,406,908,295,927,579,96,537,959,46,93
849,313,262,344,765,411,59,1080,31,912,536,1027,108,131,365,362,840,1004,389
746,374,108,216,541,1080,124,710,73,206,1076,824,656,927,12,1080,344,29,618
322,59,514,480,273,1091,977,480,134,880,334,748,1019,913,990,140,236,426,1027
618,896,840,1164,833,928,485,647,490,1015,363,962,1020,718,411,679,772,814,182
679,81,409,441,633,3,1096,613,329,1064,617,560,514,318,604,368,427,385,170
193,843,827,110,109,556,1004,844,618,650,490,110,749,59,155,440,1137,4,209
763,855,843,1020,962,681,675,426,940,737,380,17,660,684,649,628,855,871,974
622,1077,626,161,169,117,1166,64,247,948,843,660,485,948,764,212,134,1050,1065
874,903,1020,383,315,843,1042,331,343,384,282,41,399,701,286,30,223,5,1030
39,598,996,573,882,443,303,511,331,1100,77,368,599,523,578,1164,672,711,134
471,279,1153,987,205,64,854,490,818,286,223,855,818,827,241,113,811,687,802
733,792,589,279,247,675,878,585,840,523,875,550,681,815,85,31,928,93,903
331,729,749,858,944,92,84,476,780,927,818,917,322,347,26,1148,261,644,628
747,31,728,1055,223,139,1045,1010,928,701,467,928,868,85,917,811,903,859,470
65,858,422,175,637,620,1080,322,1028,974,11,604,265,480,1104,592,96,855,457
503,763,617,476,672,1161,585,308,900,694,399,421,219,1059,192,294,821,422,637
869,626,435,108,328,829,838,1018,1091,233,514,1140,540,471,1166,10,573,995,791
884,909,1072,365,980,52,56,1026,533,622,868,219,217,801,440,1102,90,786,97
855,637,1161,409,92,31,981,573,833,110,881,740,131,620,385,299,815,953,31
409,687,1017,900,350,1050,251,1077,941,1161,728,877,378,294,191,953,980,1070,518
441,1090,104,903,942,749,1145,597,175,131,379,1165,262,368,349,545,1095,209,351
81,873,959,19,81,1055,905,735,158,437,877,361,576,896,234,485,12,420,800
1164,308,169,549,153,380,828,802,387,763,31,258,840,90,589,1027,679,30,531
701,109,175,896,783,194,766,603,747,743,672,879,912,980,752,840,194,649,996
12,980,146,556,52,549,667,427,194,835,140,729,946,591,744,96,822,840,1062
10,1020,313,443,309,810,285,131,488,85,1077,32,928,810,249,903,514,618,893
247,657,161,928,409,12,962,749,305,108,234,31,422,1159,1095,710,649,822,498
592,443,873,334,147,1053,331,946,1015,679,347,362,1055,1066,302,302,696,540,401
1087,810,97,1004,841,191,549,772,1021,361,212,338,254,1077,45,234,608,187,273
462,312,303,840,75,963,403,810,20,1140,1136,443,549,681,351,801,163,858,1095
459,97,838,637,503,1165,1142,19,279,1019,129,1086,81,1017,781,164,952,404,581
231,111,216,681,585,996,109,963,129,32,549,14,858,286,452,589,440,616,12
963,973,481,603,209,792,906,628,216,231,1059,599,787,472,121,1095,1059,318,600
457,824,638,411,510,1020,443,435,1137,279,161,1066,573,1067,81,12,45,97,741
61,1080,787,1080,435,383,637,422,294,331,844,99,225,208,457,601,1044,782,165
335,603,809,117,59,435,97,71,313,385,540,747,648,1006,913,471,524,821,481
349,838,1100,313,524,772,366,42,1076,289,656,236,244,1021,174,507,117,1066,355
666,963,835,262,747,520,597,1055,844,855,996,1050,12,802,461,824,540,743,77
133,681,1028,873,795,472,329,1145,315,322,691,491,598,34,427,1030,681,297,896
894,315,490,687,1141,541,835,1094,520,818,281,672,809,236,34,786,221,59,782
443,749,763,1111,1159,729,135,728,311,43,975,767,902,313,980,1055,1080,1033,450
1072,208,675,485,194,1072,31,261,749,507,694,462,620,578,581,787,234,701,471
965,139,576,1145,382,584,111,973,658,735,1067,973,959,285,1000,90,463,608,808
550,435,804,584,181,1153,191,977,485,1027,303,536,608,858,478,45,138,556,558
312,549,138,322,485,312,283,344,388,740,268,930,236,581,672,192,485,684,235
793,3,672,810,543,604,556,387,1100,463,964,315,659,729,815,802,368,1053,1058
161,194,92,194,750,347,216,965,701,1030,17,140,362,31,620,646,764,1046,59
681,476,111,12,810,858,1065,340,992,681,63,533,824,94,1078,478,927,445,1028
1125,514,786,235,1020,589,161,675,1006,69,138,1077,950,426,453,696,953,294,152
772,1153,992,824,600,146,94,873,588,550,443,329,996,855,297,443,507,36,585
483,804,618,362,491,104,313,212,1005,559,780,843,903,1020,952,410,161,726,928
181,362,208,1049,14,1111,46,952,809,1028,265,639,682,377,568,649,452,463,223
30,1006,1090,608,679,672,980,59,424,1086,151,233,133,735,1017,463,971,1058,769
1059,117,194,97,233,322,208,313,46,542,572,212,1096,164,138,1004,591,163,1158
952,322,1077,217,748,73,447,684,1140,216,902,656,363,996,383,182,1116,261,36
472,161,1111,996,974,262,683,205,615,1004,191,996,1076,182,406,800,1012,1148,52
1065,138,610,647,320,747,911,626,291,829,447,635,1129,217,441,764,192,971,85
46,1028,657,374,1126,973,104,959,9,598,262,543,986,646,696,334,942,315,1012
773,56,268,787,1123,1000,713,530,308,877,657,20,175,638,701,1084,30,559,598
735,559,64,92,374,626,704,607,61,219,604,620,1062,952,843,622,979,138,592
821,205,608,684,844,638,792,409,607,363,311,520,498,1070,235,147,411,927,747
762,1030,819,3,474,1077,807,788,410,549,33,1112,638,576,540,510,209,979,130
430,1072,238,111,387,138,335,443,480,63,887,638,1059,618,165,462,5,409,622
324,679,1062,954,1110,1066,422,706,959,31,709,681,490,556,1062,514,471,362,46
1030,52,133,422,618,873,1169,678,385,334,1085,547,635,192,492,657,498,1016,684
33,7,900,1153,669,81,636,381,281,1091,1145,380,281,1095,481,781,270,1147,744
900,412,559,511,402,175,1027,102,854,511,1028,1020,515,1078,791,1129,592,411,447
1116,836,885,109,704,993,638,385,952,824,1091,1076,604,26,591,562,4,1065,313
766,844,1145,133,257,19,647,31,286,802,82,175,1004,453,963,681,165,638,26
589,959,383,520,63,41,322,41,638,620,787,959,313,946,992,452,704,1116,604
59,808,679,809,97,603,563,293,368,1145,953,406,926,657,198,467,572,829,990
524,819,12,124,1155,362,384,841,811,576,618,137,463,836,835,411,241,216,441
1132,347,909,73,418,268,370,311,927,1059,213,833,533,845,518,303,191,811,411
370,1111,1004,836,562,278,387,108,974,1076,313,805,291,1145,824,1020,786,447,29
387,672,322,1072,1149,959,955,715,233,599,926,1052,879,247,10,1137,131,492,1077
66,1049,52,447,829,911,804,567,622,1077,909,762,812,234,973,684,95,567,824
212,183,585,1028,573,169,270,903,1161,161,1020,341,223,743,827,759,949,919,1067
998,920,165,833,167,896,211,459,437,648,133,986,311,763,498,4,829,86,445
264,262,476,81,335,833,490,835,763,836,482,268,583,33,821,672,729,389,388
1020,684,704,169,917,547,573,1028,743,547,328,1138,26,626,593,138,1004,351,239
383,268,1006,94,827,1004,12,743,835,341,1171,725,1030,374,626,790,1062,354,1107
1045,1165,217,1006,344,377,580,231,108,235,1096,182,1137,279,315,858,445,481,1034
445,992,1049,610,29,992,173,279,679,992,669,711,4,154,531,165,892,477,1147
858,217,377,959,376,217,535,110,361,182,229,30,908,176,490,585,176,268,410
170,520,187,7,804,704,175,324,1019,315,812,1005,676,909,702,980,900,380,687
781,647,597,519,663,161,525,167,32,1129,137,312,877,834,1055,477,787,1021,1084
146,481,227,205,550,313,325,272,1136,41,117,815,836,1107,624,26,843,755,1145
63,1074,841,875,66,1090,996,117,43,354,869,262,134,299,643,406,334,742,443
92,490,11,518,638,270,470,56,507,4,1000,556,437,362,927,836,556,303,163
187,272,3,710,523,151,802,1053,1027,903,316,549,1086,808,717,1062,312,1062,485
682,175,1078,946,412,109,163,63,740,833,600,289,639,835,1049,235,303,681,34
373,94,765,992,1000,518,646,701,463,608,815,708,409,817,823,232,781,703,840
49,216,980,638,287,134,2,233,1020,262,679,858,7,216,942,772,255,64,1000
255,1000,772,733,95,211,1152,163,689,306,247,730,684,353,1147,63,1050,1034,318
1047,19,315,515,330,1116,992,927,1030,982,85,1000,64,818,396,170,1088,374,1102
518,169,858,490,267,982,65,637,86,278,108,129,1005,589,179,1058,814,504,855
67,92,729,270,278,490,465,687,681,639,1137,710,117,12,93,117,232,347,187
624,608,942,572,114,647,1088,3,379,211,362,244,457,302,822,365,585,152,1054
672,704,710,183,850,762,61,85,69,244,116,356,715,769,450,959,992,27,623
216,706,747,715,425,11,698,559,550,986,255,354,147,409,1096,56,462,1137,208
143,589,646,4,781,903,769,620,559,1053,261,433,43,840,808,441,518,377,507
620,1088,1165,254,24,608,805,441,1086,117,554,377,900,315,480,815,443,40,383
323,1059,604,311,567,572,932,366,542,138,7,474,303,400,974,1088,481,34,1129
332,833,647,303,235,441,33,1161,829,133,800,956,520,40,996,900,313,593,460
982,928,19,1090,722,1006,695,472,598,729,43,95,354,384,547,217,182,365,752
1146,64,294,1030,839,182,169,763,17,908,1030,138,941,1080,1135,77,909,576,1064
292,193,656,844,434,646,92,536,219,942,533,217,618,56,1,893,1016,875,737
719,656,192,349,221,869,165,507,363,73,599,1161,869,175,462,988,247,453,176
525,377,766,704,819,1164,432,818,63,134,4,1091,99,177,810,791,618,164,452
843,772,124,547,1004,1159,188,556,334,858,858,161,730,331,177,498,604,946,572
1029,585,820,223,41,476,613,572,362,540,26,676,364,198,355,624,810,747,810
438,646,733,312,647,657,128,855,511,116,684,1129,848,1088,343,979,175,1167,95
470,1066,467,378,193,592,362,584,824,365,710,776,63,538,63,928,457,384,377
1026,238,200,646,353,1073,786,885,802,869,988,902,756,730,562,875,85,601,177
829,716,953,225,351,585,372,411,356,672,588,511,797,637,1016,568,1020,400,1
277,547,538,766,3,728,319,576,620,26,193,191,1028,270,404,1059,478,334,1004
683,218,296,1073,266,216,886,374,576,191,961,265,881,1030,845,575,836,234,362
303,60,117,747,556,844,134,104,1059,146,683,132,710,187,362,620,858,797,704
5,463,963,656,1097,192,1147,679,303,1096,67,223,143,312,64,36,1148,450,1106
194,942,347,706,855,421,334,896,836,941,1104,749,747,268,1168,194,973,344,797
698,710,94,679,776,218,572,223,547,282,756,728,683,450,836,593,152,729,234
530,518,836,1096,79,349,378,151,182,99,162,497,478,477,644,965,64,646,440
641,192,308,1059,710,951,1117,980,1129,926,478,192,82,514,501,618,562,1000,492
1157,715,833,138,347,787,602,312,354,868,244,633,467,1096,598,223,545,1129,406
412,146,193,143,812,503,1092,1090,4,265,1,322,536,1129,130,1049,657,353,908
964,515,540,218,311,294,133,463,608,236,747,116,146,174,834,176,896,538,175
491,1053,98,200,1163,684,439,462,950,1000,364,941,61,547,300,174,217,208,354
608,165,869,869,890,5,669,12,262,536,576,178,1051,942,524,1096,501,1162,409
573,255,4,268,295,1049,377,1030,982,217,547,912,346,1012,236,829,151,573,845
77,4,1066,135,869,71,121,175,278,909,175,685,643,411,279,94,1077,833,365
577,1051,421,617,118,248,305,94,639,656,460,194,691,478,36,152,470,440,334
510,728,293,1077,836,766,560,824,211,710,725,924,923,1084,893,797,797,154,495
1093,762,302,716,1088,165,763,996,244,556,835,1055,667,130,1012,726,1046,273,638
138,293,135,589,261,4,427,804,986,422,559,71,764,396,313,769,616,319,556
85,885,242,909,729,706,928,315,1053,996,1058,334,460,470,755,908,1002,800,268
1034,869,33,808,385,956,413,909,711,268,56,229,192,93,1167,33,294,232,1021
384,485,519,472,727,412,576,1004,117,617,590,925,421,786,1158,913,643,772,1002
928,643,86,920,899,26,73,1153,138,223,729,216,679,138,285,209,601,908,858
424,747,921,1088,124,885,747,146,133,175,236,704,13,52,1066,1104,646,110,1016
1117,829,1104,643,530,462,715,858,729,520,217,347,559,988,293,445,347,735,786
839,683,349,1051,210,808,42,792,908,151,799,542,187,871,585,191,823,818,909
278,820,928,683,892,1088,681,194,942,657,1088,304,1069,1000,56,1016,1006,929,608
661,472,824,498,779,205,374,729,858,291,238,545,617,790,909,93,547,988,657
446,1073,792,463,872,7,567,1050,540,311,561,608,140,1016,567,313,791,161,1020
287,454,603,1127,946,656,749,1111,116,749,755,585,704,178,622,992,875,1080,198
234,604,566,908,965,133,1119,138,365,881,762,1141,961,255,965,68,63,96,1164
654,294,255,530,769,334,1017,92,869,490,944,81,328,949,618,404,996,170,836
566,618,1000,308,187,481,138,610,672,988,676,844,781,683,854,104,477,974,255
241,841,829,913,767,14,19,139,26,12,99,4,711,261,255,572,383,467,221
520,987,684,64,1003,765,1003,1088,191,728,291,669,255,10,1107,347,684,140,949
339,334,183,923,656,111,293,1059,146,140,457,988,9,502,426,896,893,331,854
1092,809,1074,1000,875,56,194,657,1096,730,254,1088,709,600,187,1065,1096,790,616
58,730,218,193,963,820,687,836,282,457,715,432,142,457,428,942,1084,696,217
362,256,515,911,955,308,588,97,926,329,1050,799,268,592,445,427,216,113,900
955,1159,270,481,143,94,66,942,868,946,848,1056,988,161,140,909,140,965,953
802,124,643,33,234,515,477,566,265,467,809,1073,135,1054,294,741,703,600,302
130,787,447,26,65,543,259,141,82,604,225,158,33,319,681,319,1129,241,540
671,311,988,294,72,1051,1099,111,119,77,371,961,294,965,741,106,965,31,64
728,467,994,594,998,767,343,262,236,787,1107,693,306,498,576,1145,404,441,1088
833,755,1107,1046,495,135,311,838,1000,747,279,552,909,567,207,64,302,909,461
875,1107,594,192,930,261,1026,833,684,879,329,689,83,711,176,422,1,562,1006
1039,303,588,585,183,485,997,747,536,960,79,908,883,974,94,97,741,167,453
515,638,797,41,242,715,833,255,217,104,735,658,829,824,164,453,988,973,1070
908,519,348,849,313,223,882,216,909,272,912,923,547,427,201,518,187,579,315
751,766,424,184,252,387,279,786,656,1058,764,133,554,140,1077,1046,710,1159,1078
1080,447,991,540,900,988,247,1054,556,930,838,1006,387,979,971,383,581,313,759
145,422,793,451,441,258,904,1006,996,588,829,881,692,77,523,556,683,174,285
1024,135,35,841,746,610,922,646,268,837,354,781,71,607,194,396,299,1087,643
463,988,185,281,610,95,952,520,617,764,982,975,79,4,113,501,769,781,524
274,242,1058,682,952,1074,1091,1165,223,79,1053,648,1088,829,1002,843,600,604,1162
764,1002,450,146,874,124,1077,604,447,635,960,692,808,193,900,600,790,1145,576
700,911,551,186,314,776,540,193,151,482,183,118,1145,86,325,130,800,598,963
1160,566,506,644,392,710,170,1000,657,529,962,151,488,170,1030,591,293,990,1046
684,270,180,187,730,644,294,540,64,258,356,946,795,1065,1145,814,86,1088,755
1031,261,272,56,30,467,1111,829,912,178,235,590,206,755,268,540,593,589,748
421,429,56,1002,790,183,818,481,988,255,833,61,1006,752,1148,644,36,791,834
385,365,1053,185,38,624,1020,618,12,346,1006,644,942,68,979,946,441,77,131
200,624,911,1165,931,923,869,217,728,261,119,379,1000,1049,801,704,124,834,368
1004,26,946,412,1120,617,359,869,140,767,12,615,158,152,748,495,235,963,567
695,184,139,272,94,669,193,4,730,195,272,387,799,1162,549,755,164,952,973
34,594,844,730,165,841,746,1049,704,56,930,248,312,440,829,504,68,498,568
514,458,520,467,383,977,706,808,467,433,1116,699,91,1,905,216,995,643,817
697,62,7,812,592,311,268,1125,604,183,808,39,1073,1002,216,193,626,637,787
68,235,808,767,360,293,894,1051,77,462,305,364,282,929,377,178,567,592,547
1035,73,920,583,813,1112,507,819,787,95,1066,26,556,95,704,1162,1054,913,644
268,530,547,454,251,242,714,183,879,658,682,134,77,452,885,730,1145,702,347
816,644,562,604,184,838,1165,1066,960,254,49,869,261,221,871,581,422,124,216
934,956,924,838,507,875,520,377,104,715,1062,787,1112,624,875,1077,174,299,1017
480,41,485,566,46,424,1087,518,272,795,57,715,1163,1100,1053,1070,77,68,504
91,457,956,526,553,781,956,920,1058,143,583,308,1009,106,929,86,400,12,988
88,143,143,478,476,920,679,256,930,805,232,944,129,704,86,353,365,575,979
95,1163,1073,255,413,256,424,656,837,953,13,691,885,900,272,175,1033,769,701
326,33,716,477,681,552,64,762,764,1052,1120,424,992,601,388,1044,26,607,467
262,182,261,513,444,1056,205,1074,79,799,955,1004,566,121,772,995,285,845,822
532,421,730,1009,843,685,974,547,635,308,986,1116,86,781,472,470,97,672,10
785,227,1122,387,319,118,369,258,482,956,585,77,211,908,221,683,1104,585,980
294,269,593,79,535,892,70,562,258,762,445,282,944,404,1054,547,755,26,191
211,349,755,305,1009,304,942,924,178,1050,194,82,1116,460,212,293,644,1104,1049
141,71,71,381,977,544,849,485,255,1116,424,617,426,992,1021,1,362,368,303
712,617,184,618,851,878,551,358,261,885,510,490,693,389,353,1033,908,270,814
1172,221,387,786,1109,491,851,419,767,944,118,56,278,726,27,377,447,1107,772
235,444,458,1066,808,425,809,192,56,135,928,820,1053,231,489,626,1058,192,319
204,223,1147,669,310,422,493,1112,433,618,377,1143,193,165,742,124,453,178,194
360,669,147,71,83,1052,842,766,183,1029,730,104,316,892,903,576,1087,815,63
807,764,543,61,576,1009,607,956,462,33,95,488,41,134,223,810,607,628,201
678,760,908,1163,490,1002,909,457,95,144,144,183,138,575,5,702,871,33,1066
261,133,913,988,334,566,959,218,254,993,413,135,178,108,718,1002,568,396,1104
909,597,682,729,909,97,521,515,715,951,1074,892,194,5,737,871,130,900,726
