41,41,69,129,129,91,91,95,95,123,72,132,62,62,72,62,132,132,95,95,95,72,72,29,29,92,92,72,92,92,92,92,92,92,92,92,132,49,49,49,41,41,41
132,132,129,123,123,95,95,91,91,91,132,129,72,72,62,132,91,91,91,92,92,95,92,80,92,72,72,123,123,95,95,95,62,62,62,62,62,132,132,41,132,132,132
94,94,95,95,95,129,129,129,129,132,129,29,91,91,91,91,95,95,80,91,29,92,95,92,123,123,123,92,95,123,62,62,16,16,16,16,95,62,62,81,94,94,94
90,90,91,69,69,126,126,126,19,129,29,24,57,57,57,57,29,29,92,29,57,91,91,123,95,95,95,95,62,72,72,5,95,95,95,95,16,56,81,132,90,90,90
56,56,72,91,91,69,69,19,69,29,123,123,29,29,29,29,94,5,57,57,91,57,57,95,16,5,5,5,16,62,16,16,94,94,94,94,94,94,41,56,56,56,56
18,18,123,72,72,19,19,69,29,69,105,3,3,3,3,94,5,57,29,5,5,80,123,16,80,16,16,16,56,16,5,56,24,24,24,24,56,41,56,94,18,18,18
21,21,5,19,19,29,29,29,72,19,19,67,94,94,94,5,57,92,94,80,80,15,80,57,57,57,56,56,5,56,56,72,56,56,56,56,41,95,94,18,21,21,21
24,24,19,94,94,72,72,72,132,72,67,57,19,19,92,92,92,123,3,123,123,100,100,91,42,42,57,57,57,5,57,57,57,57,57,57,18,18,95,62,24,24,24
72,72,94,5,5,132,132,132,67,67,92,19,123,123,19,123,123,94,5,15,15,123,15,67,91,15,42,42,42,42,42,94,35,81,81,81,24,24,18,24,72,72,72
57,57,106,106,29,67,67,67,92,92,5,94,67,67,123,3,3,3,123,3,100,67,35,15,100,100,15,67,67,57,94,35,81,35,35,35,35,72,24,72,57,57,57
35,35,132,132,132,92,92,92,5,5,57,92,92,92,67,134,134,134,134,100,67,5,67,100,67,67,67,100,100,35,35,81,72,72,72,72,57,81,72,57,35,35,35
100,100,29,29,67,5,5,5,126,22,106,134,134,134,134,67,67,67,67,67,134,56,5,5,15,56,100,35,49,81,81,42,123,123,123,123,81,57,57,22,100,100,100
22,22,67,67,106,106,106,106,106,106,134,106,16,16,106,106,106,15,15,94,94,42,56,134,5,105,35,105,35,67,100,100,42,42,22,22,72,35,35,35,22,22,22
11,11,15,15,15,57,57,42,42,57,69,69,106,106,69,35,35,35,100,134,42,134,42,35,56,35,105,15,94,94,67,67,22,22,68,68,100,22,100,100,11,11,11
68,68,42,42,42,42,42,57,57,42,42,42,69,69,111,111,111,111,35,42,3,35,134,42,134,94,94,94,134,22,123,123,36,36,36,36,22,100,22,11,68,68,68
86,86,35,35,35,94,94,94,109,64,109,15,111,111,42,109,109,109,42,109,109,109,94,56,35,134,134,134,22,134,22,36,18,18,100,100,68,86,86,68,86,86,86
95,95,64,109,109,64,64,64,94,109,111,111,42,42,122,42,42,42,109,35,35,106,109,94,94,49,49,49,105,100,134,22,67,67,41,41,36,68,68,95,95,95,95
36,36,37,64,122,35,35,35,64,15,122,5,122,122,109,122,122,106,111,111,111,111,22,22,109,22,22,22,36,36,15,134,134,134,67,67,86,96,11,86,96,96,36
15,15,134,37,64,104,104,109,35,134,64,109,15,15,35,69,15,122,22,106,106,22,16,109,22,81,36,36,15,105,36,15,100,100,134,18,96,134,15,134,36,36,96
123,123,22,134,37,109,15,104,15,11,126,122,109,109,126,15,16,16,106,22,22,94,49,49,49,109,81,18,18,15,105,105,41,41,18,96,134,15,134,96,4,15,15
98,98,111,111,134,15,109,15,134,126,35,16,22,22,5,22,126,126,81,19,19,16,81,70,70,70,70,11,11,18,18,41,15,15,96,134,15,36,96,36,15,123,123
4,4,122,104,104,111,111,111,111,35,15,35,126,126,22,81,22,22,126,126,11,49,111,19,122,11,11,81,109,109,109,18,96,96,15,15,11,123,36,4,123,98,98
96,96,104,122,111,134,134,134,122,111,94,126,35,35,81,16,81,81,122,11,81,81,70,122,19,102,102,102,81,127,11,109,86,86,11,86,123,11,123,123,98,4,4
127,127,109,11,11,122,122,122,11,122,22,22,5,5,16,126,69,69,11,81,49,70,19,54,54,122,68,19,102,11,68,11,68,68,42,11,42,42,6,6,108,108,127
93,93,79,22,22,22,22,22,22,94,79,64,81,81,15,19,11,49,16,49,16,19,122,81,81,54,19,68,19,68,98,68,127,127,86,42,127,6,98,93,127,127,93
55,55,75,79,79,79,79,79,79,81,81,81,64,64,64,11,19,11,19,16,122,54,54,11,37,19,46,127,127,19,70,98,93,93,127,127,93,98,93,108,6,6,55
67,67,102,75,75,102,102,102,102,79,11,11,11,11,11,79,100,19,70,122,70,122,11,36,36,68,127,37,68,108,127,108,11,11,93,93,98,93,108,98,93,93,67
108,108,83,102,102,1,11,11,124,102,124,79,79,79,79,100,102,100,49,70,54,11,102,4,102,6,93,93,37,86,86,70,98,98,98,46,46,108,4,15,55,55,108
46,46,36,1,83,11,75,1,104,124,100,102,102,102,102,102,49,102,102,102,102,102,36,102,11,46,54,54,108,37,93,127,102,102,102,102,102,46,67,127,67,67,46
117,117,81,83,1,75,1,75,75,100,102,70,100,100,100,70,70,70,69,69,98,36,98,79,46,127,37,46,86,99,54,86,54,54,108,98,55,127,127,55,46,46,117
6,6,11,36,16,83,83,16,100,75,75,100,70,70,70,64,79,79,79,79,36,98,106,93,93,93,109,109,93,93,37,93,108,108,4,4,67,4,55,67,117,117,6
42,42,1,16,81,16,16,100,81,36,70,75,75,75,76,75,64,64,46,36,69,75,46,46,75,37,99,99,99,54,108,54,4,4,6,108,4,55,102,102,45,45,42
17,17,16,81,36,100,100,81,16,104,101,124,124,41,75,41,4,46,36,46,79,46,75,75,99,36,4,4,54,98,102,37,6,6,1,6,108,102,46,46,42,42,17
45,45,124,92,92,81,81,36,70,70,16,101,41,54,41,76,75,4,4,54,46,4,99,99,98,99,98,96,4,4,99,102,46,46,55,1,10,67,17,45,17,17,45
102,102,92,100,100,36,36,70,41,16,54,54,54,101,54,54,41,75,41,75,4,99,4,98,4,4,96,6,70,70,4,99,10,10,46,19,19,17,39,17,102,102,102
105,105,100,124,124,70,70,124,36,54,104,104,101,36,101,101,76,41,37,4,75,126,126,6,6,98,10,70,98,10,19,4,1,1,70,55,6,39,42,105,66,105,105
75,75,70,70,70,124,124,83,83,41,36,41,36,104,36,37,54,54,75,37,126,41,79,127,127,96,75,98,6,6,10,19,99,70,19,70,17,113,10,42,105,75,75
66,66,10,10,41,37,37,37,37,83,37,1,104,124,104,36,101,101,54,41,41,79,41,68,68,10,1,108,96,96,6,1,70,75,17,39,70,70,113,113,75,66,66
113,113,101,43,101,52,76,76,10,37,1,36,1,1,1,104,37,37,104,104,76,37,68,101,101,75,76,113,113,1,96,6,75,19,52,105,113,117,70,66,113,113,113
39,39,43,101,10,76,52,52,61,52,83,37,37,37,37,4,36,36,101,76,104,68,101,126,126,1,6,75,75,102,75,96,19,17,76,17,39,105,117,117,39,39,39
70,70,52,61,61,41,41,10,52,10,10,10,76,76,127,1,104,127,76,1,1,101,17,76,96,76,52,10,10,41,1,75,17,52,10,10,117,45,105,75,70,70,70
10,10,46,68,68,18,18,41,101,61,41,83,83,83,52,124,1,104,1,101,101,76,76,17,76,117,61,1,1,75,41,113,52,99,99,99,105,75,45,39,48,10,10
61,61,57,52,57,10,10,101,1,76,52,76,127,127,124,52,52,76,96,96,127,17,1,1,17,52,91,76,52,52,52,10,76,76,105,113,1,10,75,70,10,61,61
54,54,18,46,52,101,101,61,4,101,76,52,52,52,98,98,56,1,98,108,96,52,117,41,1,91,101,52,61,113,117,117,113,105,61,76,45,1,1,10,54,54,54
48,48,54,131,131,54,61,32,76,1,61,98,10,10,61,61,61,52,52,98,17,1,6,106,106,101,117,61,117,117,113,52,131,61,113,45,76,54,54,48,65,76,48
76,76,97,18,18,61,32,18,32,127,108,61,98,98,10,10,98,98,10,127,108,117,93,117,117,41,41,91,76,46,76,76,105,131,75,117,52,52,76,54,76,48,76
1,1,32,57,54,32,98,98,98,4,4,4,4,4,4,127,10,117,108,52,52,104,127,96,104,34,122,101,101,76,17,17,61,113,45,52,75,76,65,76,1,1,1
65,65,131,97,97,98,54,54,13,32,32,127,61,61,83,49,124,108,127,117,117,127,96,104,52,104,17,41,46,111,111,111,117,37,117,75,65,65,52,65,111,65,65
111,111,61,32,32,68,68,68,54,98,127,32,108,108,46,108,127,56,117,124,37,96,104,52,10,126,126,117,17,17,126,27,37,45,131,124,99,19,19,1,19,111,111
19,19,41,54,43,97,97,97,43,13,98,108,32,32,108,45,108,10,124,18,68,10,37,10,34,45,45,45,126,126,61,126,45,55,65,65,64,61,61,64,61,19,19
3,3,31,31,31,31,31,31,68,43,31,31,31,31,45,83,45,124,17,13,124,108,52,108,108,17,111,17,45,61,73,61,55,65,64,64,124,64,64,61,3,3,3
124,124,44,13,13,43,43,43,34,34,13,13,34,34,31,46,34,99,99,10,34,45,10,37,41,111,34,126,73,73,46,73,65,64,39,61,61,99,99,99,124,124,124
109,109,13,66,107,46,46,46,31,68,43,43,43,43,34,31,46,45,45,17,45,34,108,45,45,86,86,122,41,91,64,46,64,39,109,109,54,3,3,3,109,109,109
37,37,107,107,66,34,34,34,107,31,34,34,49,49,68,34,96,34,34,99,13,6,45,34,79,108,108,111,122,64,34,64,39,109,37,37,3,27,124,19,37,37,37
28,28,34,34,46,13,13,13,99,107,68,49,46,46,43,68,68,96,13,45,99,124,34,111,111,79,79,64,91,45,45,91,73,117,54,54,111,111,111,124,64,28,28
91,91,63,26,34,26,26,107,46,99,49,45,68,68,49,43,43,68,64,34,10,13,13,124,124,120,120,34,111,34,91,55,109,126,111,111,37,37,66,111,28,91,91
14,14,26,77,26,107,107,26,85,46,107,68,45,45,32,107,107,83,83,56,56,93,124,61,39,61,64,86,64,55,55,65,27,111,91,27,27,124,37,52,91,14,14
85,85,77,39,77,66,66,131,48,108,99,99,99,99,99,39,99,85,56,6,6,85,61,64,120,32,73,79,34,101,65,34,126,91,73,91,109,66,28,37,14,85,85
99,99,66,63,39,6,131,48,58,26,45,107,107,107,107,99,39,93,18,83,83,83,85,85,18,64,32,73,79,79,39,45,111,73,27,3,126,13,27,27,85,99,99
135,135,17,17,17,131,6,66,97,48,28,58,28,28,85,112,18,107,68,68,64,61,64,39,73,113,85,120,131,39,131,39,91,27,3,126,58,126,91,28,99,60,60
82,82,6,6,4,45,39,85,26,58,26,6,13,13,112,13,83,39,85,64,85,26,26,18,64,39,26,26,65,131,27,131,124,124,126,30,91,58,109,109,60,78,135
27,27,89,93,63,39,4,58,18,45,77,28,6,6,28,85,85,18,26,85,18,39,39,86,66,73,78,104,55,65,120,120,78,120,120,58,34,91,120,91,78,27,82
78,78,93,44,6,4,49,99,112,77,6,85,47,85,6,32,117,13,28,26,61,58,86,58,58,85,104,39,27,27,124,124,120,58,124,73,78,109,78,85,120,2,27
2,2,127,127,40,77,77,6,131,85,85,112,39,47,13,18,13,61,107,32,26,73,58,73,85,66,39,124,120,122,78,78,58,78,58,34,60,28,60,84,27,13,78
13,13,112,49,98,116,116,39,49,112,112,46,93,39,18,47,47,32,61,27,32,113,73,113,86,78,124,78,39,120,26,26,34,34,78,120,120,60,128,60,13,135,2
60,60,39,40,127,63,63,4,77,131,48,39,85,93,47,6,6,47,32,61,58,64,113,13,113,124,18,27,104,78,58,58,48,48,34,78,13,120,85,78,135,58,13
119,119,115,89,49,99,99,49,63,49,58,47,48,48,39,28,112,27,58,58,27,27,107,26,61,18,13,128,124,104,48,48,60,60,60,60,28,85,58,120,2,84,58
30,30,40,115,115,49,45,77,28,28,18,66,131,131,50,50,28,6,43,47,66,47,47,65,26,26,58,58,78,124,128,128,128,128,33,28,66,128,30,13,58,30,119
136,87,51,41,93,17,17,63,17,18,117,48,38,38,93,48,32,112,27,116,47,50,50,47,65,58,113,85,58,26,66,66,26,26,128,66,128,78,13,58,30,73,30
87,128,98,98,33,28,28,28,45,63,46,131,26,26,117,93,50,58,6,14,73,107,18,50,50,50,65,65,128,58,60,60,28,28,26,33,30,30,73,30,84,87,87
128,84,4,33,120,40,40,45,116,8,63,77,18,18,48,26,48,50,47,93,93,66,27,83,83,65,50,50,66,128,104,104,33,33,28,128,7,33,12,8,73,128,128
84,58,8,4,8,115,115,116,8,6,131,116,116,116,26,131,93,43,116,39,39,18,60,27,27,13,66,66,26,85,32,32,66,66,66,26,131,73,33,14,87,64,84
58,64,33,8,89,33,33,17,6,66,8,26,112,112,131,117,26,28,14,28,28,28,66,60,13,83,27,60,85,66,28,28,3,3,48,48,33,84,131,73,12,32,64
64,32,68,112,112,8,8,112,66,97,66,18,96,96,38,58,131,14,93,43,43,8,43,107,60,27,60,32,33,32,85,33,47,47,7,7,73,131,8,87,128,12,32
32,73,99,120,51,112,112,33,33,33,33,93,17,17,116,38,58,26,39,107,107,112,28,66,33,60,131,33,60,33,33,101,7,7,32,32,85,48,32,12,32,131,73
73,12,49,51,45,93,93,8,127,17,17,63,117,117,96,17,38,131,66,66,14,43,33,131,107,131,28,47,48,60,101,79,32,32,13,13,9,9,84,135,131,33,12
12,131,120,45,48,51,51,115,115,14,96,44,66,66,58,56,17,48,38,38,112,33,8,8,131,48,106,28,32,48,47,82,9,9,47,9,32,2,136,33,33,134,131
131,33,48,48,116,127,48,108,51,96,39,8,33,8,17,116,116,38,112,112,50,51,83,28,32,8,48,48,47,47,79,47,82,82,9,82,84,32,48,128,134,114,33
33,134,14,116,99,48,127,51,108,51,116,33,8,58,44,96,14,116,50,50,48,120,51,120,48,107,107,38,28,28,83,83,85,85,85,84,59,34,2,32,114,59,134
134,114,116,99,44,108,108,93,14,115,51,113,58,33,66,66,31,17,48,48,116,14,131,48,47,106,47,131,38,8,82,8,84,84,82,135,135,59,59,131,82,26,114
114,59,76,76,27,120,120,25,93,116,115,96,51,51,8,44,66,66,131,113,113,86,120,38,38,47,38,20,8,20,8,50,50,50,84,88,48,135,34,114,59,120,59
59,26,103,117,76,44,44,74,44,93,44,56,63,63,51,8,44,44,8,8,8,48,14,43,28,38,8,14,83,50,20,85,101,2,50,85,50,12,9,2,26,82,26
26,8,117,27,118,74,74,127,120,138,14,117,44,44,63,14,8,8,44,131,51,38,48,116,8,28,14,8,20,14,50,9,79,101,2,50,2,8,135,59,136,136,53
8,53,27,14,14,56,56,120,39,39,97,14,56,14,14,77,51,120,120,51,120,116,38,14,43,137,137,43,50,43,9,12,12,79,101,2,12,136,26,136,77,119,112
53,112,74,118,117,27,27,44,138,44,93,115,14,56,56,51,77,31,31,120,131,131,116,51,116,33,43,110,14,12,12,20,13,12,79,59,8,50,82,26,8,77,136
